,Security,TimeStamp,Num Of Trading Min,OrderType,LastBuyScore,LastSellScore,Position Num of Buys,Position Current Price Real,Position Current Price 10 Min avg,Security Trade Signal,Security Trade Signal Reason,Security Trade Score,Opp Security,Opp Security Trade Signal,Opp Security Trade Score,BuyReason,SellReason,Open Price,Previous Closing Price,Short MAVG 5,Long MAVG 13,Short MAVG Min,Long MAVG Min,MAVG Min Diff,ATR Stoploss Range,ATR Stoploss,Slope 15 Min,Slope 15 Min Win Diff,RSI,Previous Day RSI,RSI Slope,RSI Gain Percent,Last AB Pattern,Last AB Date,Last AB Age,Last AB Buy Level,Last AB Stop-Loss Level,Last AB Sell Level,Last AB Signal,Last AB Total Net,Last AB Net Age Ratio,Last Confirmation Level,Last Confirmation Date,Last Confirmation Age,Last Confirmed Signal,Last Confirmed AB Confirmation Level,Last Confirmed AB Confirmation Date,Last Confirmed AB Age,Last Confirmed AB Total Net,Position Amount,Position Cost Basis,Position Gain Loss,Position Gain Loss Percent,Position Last Buy DT,Position Num of Days Held,Position Gain Avg Per Day,Position Held Max High,Position Held Max Gain,Position Held Max Gain Percent,Position Held Max Gain Loss Ratio,Position Day High,Position Day High Gain Loss Percent,Position Day High Trail Percent,Position Day Slope High,Position Day Slope Trail,Daily Current Gain Loss Percent,Daily Max Gain Percent,Daily Max Gain Loss Ratio,Daily Max Loss Percent,Daily Max Loss Ratio,Daily Current Gain Loss Percent From Open,Daily Max Gain Percent From Open,Daily Max Gain Loss Ratio From Open,Daily Current Gain Loss Diff From Open Close,Position Trailing Stop,Position Trailing Percent,Position Trailing Loss Percent,Position Last Sell DT,Position Num of Days Since Last Sell,Opp Pos Num of Days Since Last Buy,Opp Pos Num of Days Since Last Sell,OrderId
1108,TQQQ,2022-09-15 13:55:00+00:00,25,BUY,-1.207724747,,1,26.33,26.335,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",1.481483045,SQQQ,,-4.885685214,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,25.88,26.42,27.762,27.73230769,26.12176667,26.0327,0.08906666667,2.03662803,23.84337197,62.96826246,83.5419164,37.98870703,36.65568553,1.333021506,3.636602309,BEARISH STOP LOSS,2022-09-13,2,,26.11,,,3,1.5,,nan,100,BUY,27.77,2022-09-08,7,12,0,0,0,0,2022-09-14 14:48:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.340651022,0.1514004542,0.07449681698,-2.573807721,5.747715956,1.70325511,0.1514004542,-0.2349514997,2.043906132,0,0,0,2022-09-14 15:35:00+00:00,1,1,1,ec3afaa690df49d39ece83252c941d5a
1112,TQQQ,2022-09-15 17:09:00+00:00,219,BUY,-0.8873598969,,2,25.83,25.85,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-0.9445631308,SQQQ,SELL,-12.4898868,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,25.88,26.42,27.762,27.73230769,25.531,25.34788333,0.1831166667,2.03662803,23.84337197,59.05645494,53.6220861,35.56266086,36.65568553,-1.093024669,-2.981869398,BEARISH STOP LOSS,2022-09-13,2,,26.11,,,3,1.5,,nan,100,BUY,27.77,2022-09-08,7,12,0,0,0,0,2022-09-15 13:56:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.233156699,0.4920514762,1.340942706,-5.526116578,18.19728018,-0.1892505678,0.4920514762,0.3352356764,2.043906132,0,0,0,2022-09-15 14:24:00+00:00,0,0,0,087af3f4235341e8a66de109fc9882d7
1116,TQQQ,2022-09-16 14:15:00+00:00,45,BUY,-0.6207850515,,1,24.22,24.0585,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-6.27087193,SQQQ,,5.81500981,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,24.21,25.09,26.438,27.26384615,23.92153333,24.2093,-0.2877666667,2.05914106,22.15085894,51.01955377,48.83718008,30.35003029,32.49167145,-2.14164116,-6.59135423,BEARISH STOP LOSS,2022-09-13,3,,26.11,,SHORT,3,1,25.73,2022-09-15 0:00:00,100,SHORT,25.73,2022-09-15,1,3,0,0,0,0,2022-09-15 17:10:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-3.467516939,-2.989238741,-1.42968772,-5.619768832,12.09515811,0.03985651654,-2.989238741,9.054688891,3.507373456,0,0,0,2022-09-15 17:44:00+00:00,1,1,1,3472e9a714224b1ebd1cba6c8e417f4d
1120,TQQQ,2022-09-16 16:01:00+00:00,151,BUY,-0.8015393409,,2,24.12,24.075,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-6.641408759,SQQQ,SELL,4.74328103,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,24.21,25.09,26.438,27.26384615,23.96506667,23.9607,0.004366666667,2.05914106,22.15085894,33.36858511,33.08952987,29.97949346,32.49167145,-2.51217799,-7.731759795,BEARISH STOP LOSS,2022-09-13,3,,26.11,,SHORT,3,1,25.73,2022-09-15 0:00:00,100,SHORT,25.73,2022-09-15,1,3,0,0,0,0,2022-09-16 14:16:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-3.866082104,-2.271821443,-3.621875556,-5.619768832,9.855314014,-0.3587086489,-2.271821443,4.346250668,3.507373456,0,0,0,2022-09-16 14:57:00+00:00,0,0,0,bfd80118b0604d3fbe0f5338b96657af
1124,TQQQ,2022-09-19 13:55:00+00:00,25,BUY,-0.9279041689,,1,24.55,24.47,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-7.248018219,SQQQ,,8.083022766,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,23.94,24.6,25.219,26.995,24.4055,24.43428333,-0.02878333333,1.975818317,21.96418168,39.20087162,49.88287655,33.47770269,31.84572091,1.631981781,5.124650139,BULLISH ONE WHITE SOLDIER *,2022-09-16,1,27.61,26.11,,,0,0,,NaT,100,SHORT,25.73,2022-09-15,4,3,0,0,0,0,2022-09-16 16:02:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.2032520325,0.1219512195,0.03965893317,-2.764227642,7.079119572,2.479674797,0.1219512195,-0.2875272655,2.682926829,0,0,0,2022-09-16 16:18:00+00:00,1,1,1,cd93dd8928be43fdbec045a7d6e278b3
1126,TQQQ,2022-09-19 14:43:00+00:00,73,BUY,-0.8992926295,,2,24.815,24.731,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-4.966264033,SQQQ,,5.341966112,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,23.94,24.6,25.219,26.995,24.54493333,24.49386667,0.05106666667,1.975818317,21.96418168,45.32699607,54.26834573,35.75945688,31.84572091,3.913735967,12.28967615,BULLISH ONE WHITE SOLDIER *,2022-09-16,1,27.61,26.11,,,0,0,,NaT,100,SHORT,25.73,2022-09-15,4,3,0,0,0,0,2022-09-19 13:56:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.8739837398,1.056910569,0.1933372992,-2.764227642,10.05684447,3.556910569,1.056910569,-2.642276423,2.682926829,0,0,0,2022-09-19 14:02:00+00:00,0,1,1,db7b9785c05c4a0da839c5ac20a18876
1130,TQQQ,2022-09-19 16:45:00+00:00,195,BUY,-0.8498330526,,3,24.6,24.55,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-7.001376568,SQQQ,,8.049316408,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,23.94,24.6,25.219,26.995,24.41206667,24.38061667,0.03145,1.975818317,21.96418168,31.78695097,20.69151653,33.72434434,31.84572091,1.878623432,5.899139281,BULLISH ONE WHITE SOLDIER *,2022-09-16,1,27.61,26.11,,,0,0,,NaT,100,SHORT,25.73,2022-09-15,4,3,0,0,0,0,2022-09-19 14:44:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,1.300813008,1.692114482,-2.764227642,7.640954458,2.682926829,1.300813008,-1.797871637,2.682926829,0,0,0,2022-09-19 15:23:00+00:00,0,0,0,a110534d29f14895b780024c27fa0548
1132,TQQQ,2022-09-20 14:58:00+00:00,88,BUY,-0.3567539028,,1,24.755,24.745,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-5.756156694,SQQQ,,7.588794209,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,24.53,25.19,25.1736,26.826,24.6166,24.58775,0.02885,1.924676284,22.60532372,27.8608851,22.18428303,41.53101167,39.02516837,2.505843306,6.421095438,BULLISH ONE WHITE SOLDIER *,2022-09-16,2,27.61,26.11,,,0,0,,NaT,100,SHORT,25.73,2022-09-15,5,3,0,0,0,0,2022-09-19 16:46:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.726875744,-1.429138547,-0.4255077056,-3.374354903,5.559179375,0.8932115919,-1.429138547,3.318960103,2.620087336,0,0,0,2022-09-19 18:25:00+00:00,1,1,1,6636f1a09706484581801161c12bb4f4
1136,TQQQ,2022-09-20 18:57:00+00:00,327,BUY,0.4562891639,,2,24.455,24.4525,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-7.572340838,SQQQ,SELL,4.722917451,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,24.53,25.19,25.1736,26.826,24.308,24.25033333,0.05766666667,1.924676284,22.60532372,33.8471666,27.73533663,39.71482753,39.02516837,0.6896591618,1.767216365,BULLISH ONE WHITE SOLDIER *,2022-09-16,2,27.61,26.11,,,0,0,,NaT,100,SHORT,25.73,2022-09-15,5,3,0,0,0,0,2022-09-20 14:59:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.917824534,0,0,-4.80349345,9.057798288,-0.2977371973,0,0,2.620087336,0,0,0,2022-09-20 16:38:00+00:00,0,0,0,03e4df4f54ce4534bab5925a2418f2df
1138,TQQQ,2022-09-21 13:51:00+00:00,21,BUY,-0.7753230312,,1,24.99,24.82,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-2.874704713,SQQQ,,4.0986429,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,24.81,24.59,24.856,26.59461538,24.7296,24.70521667,0.02438333333,1.830707387,22.97929261,25.29183927,3.685740892,46.33043077,40.51205856,5.81837221,14.36207494,BULLISH ONE WHITE SOLDIER *,2022-09-16,3,27.61,26.11,,,0,0,,NaT,100,SHORT,25.73,2022-09-15,6,3,0,0,0,0,2022-09-20 18:58:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.626677511,1.789345262,0.2910687698,0.2846685645,-0.3820277604,0.73200488,1.789345262,1.891947004,-0.8946726312,0,0,0,2022-09-20 19:57:00+00:00,1,1,1,34c4af692bca4576a1f8052790c69a07
1142,TQQQ,2022-09-21 18:42:00+00:00,312,BUY,-1.80809842,,2,24.78,24.75,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-4.676141866,SQQQ,,7.739380079,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,24.81,24.59,24.856,26.59461538,24.2557,24.48836667,-0.2326666667,1.830707387,22.97929261,77.24665182,42.22213188,44.52899362,40.51205856,4.016935057,9.915405931,BULLISH ONE WHITE SOLDIER *,2022-09-16,3,27.61,26.11,,,0,0,,NaT,100,SHORT,25.73,2022-09-15,6,3,0,0,0,0,2022-09-21 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.7726718178,3.29402196,8.305382738,-4.107360716,20.04405392,-0.1220008133,3.29402196,11.25245403,-0.8946726312,0,0,0,2022-09-21 14:08:00+00:00,0,0,0,b6ee48559ac0416d891e28be3344bd09
1156,TQQQ,2022-09-26 14:00:00+00:00,30,BUY,-0.7797335013,,1,21.957,21.8375,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-13.23505256,SQQQ,,21.8364085,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,21.16,21.31,22.583,25.29884615,21.69123333,21.43581667,0.2554166667,1.826268885,19.33373111,30.75676373,-0.4881277502,22.56687741,22.22269919,0.3441782116,1.54876871,BULLISH ONE WHITE SOLDIER *,2022-09-16,6,27.61,26.11,,,0,0,,NaT,100,SHORT,25.73,2022-09-15,11,3,0,0,0,0,2022-09-21 18:43:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.036133271,3.14406382,0.3393405343,-0.9150633505,3.615595219,3.740028156,3.14406382,-1.873749907,0.703894885,0,0,0,2022-09-21 19:12:00+00:00,3,1,1,059e59e896d445ef9d994df59d52e90a
1158,TQQQ,2022-09-26 14:06:00+00:00,36,BUY,-0.9192617142,,2,21.895,21.9125,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-13.93798943,SQQQ,,19.56780799,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,21.16,21.31,22.583,25.29884615,21.78566667,21.52166667,0.264,1.826268885,19.33373111,32.6943173,9.612618536,21.86394054,22.22269919,-0.3587586558,-1.614379301,BULLISH ONE WHITE SOLDIER *,2022-09-16,6,27.61,26.11,,,0,0,,NaT,100,SHORT,25.73,2022-09-15,11,3,0,0,0,0,2022-09-26 14:01:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.745190052,3.801032379,4.013290874,-0.9150633505,3.349363742,3.449084937,3.801032379,1.337763625,0.703894885,0,0,0,2022-09-26 14:05:00+00:00,0,1,1,4ab7bcf5d8394f2295e6b12b252db65a
1160,TQQQ,2022-09-26 14:25:00+00:00,55,BUY,-0.8888656364,,3,22.13,22.135,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-11.33887651,SQQQ,,16.87859967,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,21.16,21.31,22.583,25.29884615,21.97746667,21.77953333,0.1979333333,1.826268885,19.33373111,31.09735748,27.01968699,24.46305345,22.22269919,2.240354255,10.08137776,BULLISH ONE WHITE SOLDIER *,2022-09-16,6,27.61,26.11,,,0,0,,NaT,100,SHORT,25.73,2022-09-15,11,3,0,0,0,0,2022-09-26 14:07:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.847958705,4.22336931,1.585497629,-0.9150633505,4.358466921,4.55185359,4.22336931,-1.387310426,0.703894885,0,0,0,2022-09-26 14:12:00+00:00,0,1,1,e51f59cec5204d1f881c755cc0529c65
1170,TQQQ,2022-09-28 14:28:00+00:00,58,BUY,4.852654213,,1,21.335,21.1275,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-0.06317203585,SQQQ,,16.55472792,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,21.03,21.04,21.347,24.04884615,20.98063333,20.96313333,0.0175,1.774380168,19.25561983,73.16303402,87.65291982,22.13480021,8.688741474,13.44605873,154.7526621,BULLISH THREE GAP DOWNS,2022-09-26,2,21.09,20.45,,,3,1.5,,nan,100,SHORT,25.73,2022-09-15,13,3,0,0,0,0,2022-09-26 14:26:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.402091255,1.425855513,0.03388439908,-1.711026616,5.326627535,1.449619772,1.425855513,-0.03388439908,0.04752851711,0,0,0,2022-09-26 14:36:00+00:00,2,0,0,3a552ad72ad342d997c98f6feea64513
1174,TQQQ,2022-09-30 13:59:00+00:00,29,BUY,-0.9120329797,,1,20.435,20.4475,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-7.043227919,SQQQ,,16.00398507,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,20.155,20.39,20.997,22.90807692,20.27923333,20.27105,0.008183333333,1.82512637,18.32987363,57.05457408,67.25458003,24.89600249,22.38384579,2.512156696,11.223079,BEARISH STOP LOSS,2022-09-29,1,,20.45,,,3,3,,nan,100,BUY,21.21,2022-09-28,2,3,0,0,0,0,2022-09-28 14:29:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.2206964198,0.9808729769,0.7456366426,-2.305051496,5.821979011,1.373222168,0.9808729769,-0.3848447188,1.152525748,0,0,0,2022-09-28 19:57:00+00:00,2,1,1,046d8a80fba64bf8b57471647a484956
1176,TQQQ,2022-09-30 14:37:00+00:00,67,BUY,-0.8219170857,,2,20.785,20.6575,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-1.744163444,SQQQ,,12.55258264,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,20.155,20.39,20.997,22.90807692,20.47743333,20.39006667,0.08736666667,1.82512637,18.32987363,68.70724131,54.73134401,30.19506697,22.38384579,7.811221172,34.89668953,BEARISH STOP LOSS,2022-09-29,1,,20.45,,,3,3,,nan,100,BUY,21.21,2022-09-28,2,3,0,0,0,0,2022-09-30 14:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.937224129,2.010789603,0.1479246888,-2.305051496,9.778663776,3.089749877,2.010789603,-2.169562102,1.152525748,0,0,0,2022-09-30 14:19:00+00:00,0,1,1,ac192c5372b84f3dbb224e02f4301448
1178,TQQQ,2022-09-30 14:43:00+00:00,73,BUY,-0.8072794067,,3,20.71,20.776,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-2.815761264,SQQQ,,82.15321284,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,20.155,20.39,20.997,22.90807692,20.54936667,20.4591,0.09026666667,1.82512637,18.32987363,38.69641258,-17.07660073,29.12346915,22.38384579,6.739623351,30.10931818,BEARISH STOP LOSS,2022-09-29,1,,20.45,,,3,3,,nan,100,BUY,21.21,2022-09-28,2,3,0,0,0,0,2022-09-30 14:38:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.569396763,2.32957332,1.770887026,-2.305051496,8.930802755,2.721922511,2.32957332,-0.9140062071,1.152525748,0,0,0,2022-09-30 14:43:00+00:00,0,1,1,ef54e455f6674907aa45a29aaf9e1ca3
1182,TQQQ,2022-10-03 13:51:00+00:00,21,BUY,4.508653403,,1,19.745,19.738,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-2.133671555,SQQQ,,10.47475619,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,19.705,19.32,20.54,22.31692308,19.5528,19.64238333,-0.08958333333,1.839820061,17.86517994,32.3587077,27.87823708,26.32035405,19.56941022,6.75094383,34.49743121,BEARISH STOP LOSS,2022-09-29,2,,20.45,,SHORT,3,1.5,20.037,2022-09-30 0:00:00,100,SHORT,20.037,2022-09-30,3,3,0,0,0,0,2022-09-30 14:44:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.199792961,2.743271222,1.490908273,0.2070393375,-0.4125783899,0.2070393375,2.743271222,6.957571939,-1.992753623,0,0,0,2022-09-30 15:47:00+00:00,1,1,1,619ef24874944f9fb580923a51beed2b
1184,TQQQ,2022-10-04 13:51:00+00:00,21,BUY,-0.835610082,,1,22.315,22.201,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",5.630721594,SQQQ,,0.3141788462,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,21.895,20.66,20.922,22.15230769,21.69953333,21.28898333,0.41055,1.888673377,20.00632662,28.0312986,-201.4651043,49.02632367,37.24406361,11.78226006,31.63526993,BULLISH ONE WHITE SOLDIER,2022-10-03,1,20.66,19.36,,,12,12,,nan,100,SHORT,20.037,2022-09-30,4,3,0,0,0,0,2022-10-03 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,8.010648596,8.131655373,0.9839854033,5.953533398,-12.24710404,2.032913843,8.131655373,49.59286433,-5.977734753,0,0,0,2022-10-03 19:57:00+00:00,1,2,2,58858a3fa24c418a8bb3bca4a7c19f93
1186,TQQQ,2022-10-04 17:59:00+00:00,269,BUY,0.5923910443,,2,22.455,22.4275,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",6.647330678,SQQQ,,-0.6820477633,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,21.895,20.66,20.922,22.15230769,22.2805,22.22256667,0.05793333333,1.888673377,20.00632662,32.72294375,20.41188842,50.04293275,37.24406361,12.79886914,34.36485684,BULLISH ONE WHITE SOLDIER,2022-10-03,1,20.66,19.36,,,12,12,,nan,100,SHORT,20.037,2022-09-30,4,3,0,0,0,0,2022-10-04 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,8.688286544,10.18877057,15.2880875,5.953533398,-16.28144419,2.710551791,10.18877057,76.19385543,-5.977734753,0,0,0,2022-10-04 17:08:00+00:00,0,2,2,10676772bbc84277b67e8adcc38e070c
1190,TQQQ,2022-10-05 16:18:00+00:00,168,BUY,-0.8278824683,,1,21.955,21.8475,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-10.27355384,SQQQ,SELL,2.668450304,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,21.665,22.58,20.946,21.98230769,21.58913333,21.49453333,0.0946,1.871006123,19.79399388,63.09985769,34.9714679,45.82493768,50.91695305,-5.092015376,-10.00062861,BULLISH ONE WHITE SOLDIER,2022-10-03,2,20.66,19.36,,BUY,12,6,22.015,2022-10-04 0:00:00,100,BUY,22.015,2022-10-04,1,12,0,0,0,0,2022-10-04 18:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.767936227,-2.612931798,-0.4050160006,-6.953055802,29.09936994,1.284322409,-2.612931798,10.18325944,4.052258636,0,0,0,2022-10-04 19:57:00+00:00,1,0,0,f9ab568a8be9478b9a67126f079c3fb9
1192,TQQQ,2022-10-05 16:56:00+00:00,206,BUY,1.913646452,,2,22.105,22.1025,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-9.210897998,SQQQ,,13.07175594,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,21.665,22.58,20.946,21.98230769,21.92696667,21.82173333,0.1052333333,1.871006123,19.79399388,43.9419419,35.24153802,46.88759352,50.91695305,-4.029359536,-7.913591239,BULLISH ONE WHITE SOLDIER,2022-10-03,2,20.66,19.36,,BUY,12,6,22.015,2022-10-04 0:00:00,100,BUY,22.015,2022-10-04,1,12,0,0,0,0,2022-10-05 16:19:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.103631532,-1.815766165,-0.5226961945,-6.953055802,33.71831755,1.948627104,-1.815766165,6.835257928,4.052258636,0,0,0,2022-10-05 16:28:00+00:00,0,0,0,828e01f6211a4d0cba0c5c1b6ee97368
1194,TQQQ,2022-10-06 13:51:00+00:00,21,BUY,-1.187849353,,1,22.85,22.9045,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",4.968515869,SQQQ,,-3.987717691,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,22.3,22.58,21.53,21.83769231,22.69943333,22.75608333,-0.05665,1.839312986,20.46068701,31.11271114,-7.928200546,57.11055942,50.60358201,6.506977407,12.85872887,BULLISH ONE WHITE SOLDIER,2022-10-03,3,20.66,19.36,,BUY,12,4,22.015,2022-10-04 0:00:00,100,BUY,22.015,2022-10-04,2,12,0,0,0,0,2022-10-05 16:57:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.19574845,2.125775022,1.977027257,-1.284322409,3.185210581,2.43578388,2.125775022,-0.6590090857,1.24003543,0,0,0,2022-10-05 19:57:00+00:00,1,1,1,257e2470472f4c35b5e338c34b2c382f
