,Security,TimeStamp,Num Of Trading Min,OrderType,LastBuyScore,LastSellScore,Position Num of Buys,Position Current Price Real,Position Current Price 10 Min avg,Security Trade Signal,Security Trade Signal Reason,Security Trade Score,Opp Security,Opp Security Trade Signal,Opp Security Trade Score,BuyReason,SellReason,Open Price,Previous Closing Price,Short MAVG 5,Long MAVG 13,Short MAVG Min,Long MAVG Min,MAVG Min Diff,ATR Stoploss Range,ATR Stoploss,Slope 15 Min,Slope 15 Min Win Diff,RSI,Previous Day RSI,RSI Slope,RSI Gain Percent,Last AB Pattern,Last AB Date,Last AB Age,Last AB Buy Level,Last AB Stop-Loss Level,Last AB Sell Level,Last AB Signal,Last AB Total Net,Last AB Net Age Ratio,Last Confirmation Level,Last Confirmation Date,Last Confirmation Age,Last Confirmed Signal,Last Confirmed AB Confirmation Level,Last Confirmed AB Confirmation Date,Last Confirmed AB Age,Last Confirmed AB Total Net,Position Amount,Position Cost Basis,Position Gain Loss,Position Gain Loss Percent,Position Last Buy DT,Position Num of Days Held,Position Gain Avg Per Day,Position Held Max High,Position Held Max Gain,Position Held Max Gain Percent,Position Held Max Gain Loss Ratio,Position Day High,Position Day High Gain Loss Percent,Position Day High Trail Percent,Position Day Slope High,Position Day Slope Trail,Daily Current Gain Loss Percent,Daily Max Gain Percent,Daily Max Gain Loss Ratio,Daily Max Loss Percent,Daily Max Loss Ratio,Daily Current Gain Loss Percent From Open,Daily Max Gain Percent From Open,Daily Max Gain Loss Ratio From Open,Daily Current Gain Loss Diff From Open Close,Position Trailing Stop,Position Trailing Percent,Position Trailing Loss Percent,Position Last Sell DT,Position Num of Days Since Last Sell,Opp Pos Num of Days Since Last Buy,Opp Pos Num of Days Since Last Sell,OrderId
964,SQQQ,2022-08-01 17:35:00+00:00,245,BUY,-0.8159887014,,1,40.256,40.1145,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-12.6856548,TQQQ,,3.601586549,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,40.52,39.83,43.1538,46.573,39.8869,39.67333333,0.2135666667,3.906200311,36.61379969,35.73194526,14.18817651,25.76609504,21.35574984,4.410345195,20.65179274,BEARISH KICKING,2022-07-27,3,,47.5993,43.47,SHORT,6,2,43.21,2022-07-28 0:00:00,100,SHORT,43.21,2022-07-28,4,6,0,0,0,0,2022-07-29 15:08:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.069545569,2.786844087,4.785843223,-3.188551343,13.57716063,-0.6628169721,2.786844087,9.613667527,-1.732362541,0,0,0,2022-07-29 16:50:00+00:00,1,0,0,b6883143ac414e03b97a38bfc428b80a
966,SQQQ,2022-08-01 19:36:00+00:00,366,BUY,0.01001724929,,2,40.03,40.0255,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-13.94472159,TQQQ,,5.33975999,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,40.52,39.83,43.1538,46.573,39.86843333,39.89623333,-0.0278,3.906200311,36.61379969,25.27336324,2.253074518,24.50702825,21.35574984,3.15127841,14.75611221,BEARISH KICKING,2022-07-27,3,,47.5993,43.47,SHORT,6,2,43.21,2022-07-28 0:00:00,100,SHORT,43.21,2022-07-28,4,6,0,0,0,0,2022-08-01 17:36:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.5021340698,2.786844087,6.367130604,-3.188551343,11.76793993,-1.230228471,2.786844087,11.19495491,-1.732362541,0,0,0,2022-08-01 18:18:00+00:00,0,0,0,85e71a3fcf734849bc054ca00589ed0f
968,SQQQ,2022-08-02 14:14:00+00:00,44,BUY,-0.7891437784,,1,40.825,40.78,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-18.03340729,TQQQ,,5.956453294,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,40.81,39.89,41.168,45.43153846,40.51163333,40.33881667,0.1728166667,3.748585328,37.06141467,29.22947936,-6.611037774,26.98970956,23.70542454,3.284285019,13.85457161,BULLISH HOMING PIGEON,2022-08-01,1,40.65,38.56,,,5,5,,NaT,100,SHORT,43.21,2022-07-28,5,6,0,0,0,0,2022-08-01 19:37:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.343945851,3.309100025,3.193791701,0.1754825771,-0.3805275236,0.03760340938,3.309100025,10.82570953,-2.306342442,0,0,0,2022-08-01 19:57:00+00:00,1,1,1,a31cb347a4a54f39984cc63b4bb24431
970,TQQQ,2022-08-02 14:55:00+00:00,85,BUY,-0.9075161219,,1,33.58,33.2305,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",14.51399003,SQQQ,,-24.53407325,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,32.54,33.31,32.364,30.01846154,32.9733,32.83505,0.13825,2.043167935,30.49683206,63.3244315,39.88823365,78.09931387,75.31301615,2.786297725,3.699623076,BEARISH DESCENDING HAWK,2022-08-01,1,,34.42,32.745,,6,6,,NaT,100,BUY,30.917,2022-07-28,5,9,0,0,0,0,2022-08-01 13:54:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.8105673972,0.8946262384,0.07520124489,-3.302311618,13.58200816,3.12218553,0.8946262384,-1.99283299,2.311618133,0,0,0,2022-08-01 17:20:00+00:00,1,0,0,58e00122dd414244bd560fcf35eb56e7
972,TQQQ,2022-08-02 15:48:00+00:00,138,BUY,-0.9803395118,,2,33.375,33.425,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",13.87382933,SQQQ,,-24.28686453,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,32.54,33.31,32.364,30.01846154,33.2737,33.28401667,-0.01031666667,2.043167935,30.49683206,25.55920782,3.935500525,77.45915317,75.31301615,2.146137019,2.849622986,BEARISH DESCENDING HAWK,2022-08-01,1,,34.42,32.745,,6,6,,NaT,100,BUY,30.917,2022-07-28,5,9,0,0,0,0,2022-08-02 14:56:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.1951365956,0.8946262384,0.6257817879,-3.302311618,11.54966387,2.506754728,0.8946262384,-1.442252447,2.311618133,0,0,0,2022-08-02 15:12:00+00:00,0,0,0,c7f71b9888494912997259e63d7d4de4
974,TQQQ,2022-08-02 18:14:00+00:00,284,BUY,-0.9561278764,,3,33.32,33.2875,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",13.69566136,SQQQ,,-24.10529466,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,32.54,33.31,32.364,30.01846154,33.07513333,33.3025,-0.2273666667,2.043167935,30.49683206,29.12466769,21.60460914,77.2809852,75.31301615,1.967969056,2.613053038,BEARISH DESCENDING HAWK,2022-08-01,1,,34.42,32.745,,6,6,,NaT,100,BUY,30.917,2022-07-28,5,9,0,0,0,0,2022-08-02 15:49:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.03002101471,3.12218553,9.654311305,-3.302311618,11.00440077,2.341639147,3.12218553,2.437010621,2.311618133,0,0,0,2022-08-02 17:36:00+00:00,0,0,0,0e8df71e49f64db3800fe8e56bc704df
976,TQQQ,2022-08-03 13:38:00+00:00,8,BUY,4.557755391,,1,34.065,33.88,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Skip Start Delay', 'Slope Last 15 Min > -20']",11.21371656,SQQQ,,-18.07925901,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Skip Start Delay', 'Slope Last 15 Min > -20']",,33.55,33,33.0018,30.56761538,33.3422,33.27688333,0.06531666667,2.055571387,31.49442861,90.55243006,83.42955032,72.99182943,73.94903594,-0.9572065124,-1.294413781,BEARISH DESCENDING HAWK,2022-08-01,2,,34.42,32.745,,6,3,,NaT,100,BUY,30.917,2022-07-28,6,9,0,0,0,0,2022-08-02 18:15:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.227272727,3.575757576,1.246097337,1.575757576,-2.602387511,1.560606061,3.575757576,7.205693297,-1.666666667,0,0,0,2022-08-02 19:20:00+00:00,1,1,1,83cecb83abca49cf9faacb356376bb5a
978,TQQQ,2022-08-04 13:51:00+00:00,21,BUY,-1.010177677,,1,36.03,36.04,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",11.61587364,SQQQ,,-18.57977105,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,35.69,35.64,34.162,31.43307692,35.83856667,35.79956667,0.039,2.058911184,33.63108882,32.48397209,43.61426551,76.05193033,78.08067207,-2.028741749,-2.598263687,BEARISH DESCENDING HAWK,2022-08-01,3,,34.42,32.745,,6,2,,NaT,100,BUY,30.917,2022-07-28,7,9,0,0,0,0,2022-08-03 13:39:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.094276094,1.599326599,0.8077407067,-0.5527497194,0.9103930564,0.9539842873,1.599326599,1.032113125,-0.140291807,0,0,0,2022-08-03 19:57:00+00:00,1,2,2,12910649d1e5433abeb890472357d840
980,SQQQ,2022-08-04 14:23:00+00:00,53,BUY,0.0686581808,,1,37.02,37.1395,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-17.76006339,TQQQ,,10.34599635,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,36.995,37.06,38.8468,43.08261538,36.85753333,36.83875,0.01878333333,3.56814544,33.42685456,46.4893232,34.42418599,25.73770855,22.31869501,3.419013536,15.31905666,BULLISH HOMING PIGEON,2022-08-01,3,40.65,38.56,,,5,1.666666667,,NaT,100,SHORT,43.21,2022-07-28,7,6,0,0,0,0,2022-08-02 14:15:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.1079330815,0.7825148408,0.6967887141,-1.645979493,2.531592852,0.06745817593,0.7825148408,0.5595424523,0.1753912574,0,0,0,2022-08-02 14:33:00+00:00,2,0,0,933ce7668ccf43bc9cb6c3863974b56a
982,TQQQ,2022-08-04 14:59:00+00:00,89,BUY,-0.8263718866,,2,35.56,35.4125,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",9.454744313,SQQQ,SELL,-20.21836719,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,35.69,35.64,34.162,31.43307692,35.26283333,35.50565,-0.2428166667,2.058911184,33.63108882,38.76233089,45.64803764,73.890801,78.08067207,-4.189871071,-5.366079671,BEARISH DESCENDING HAWK,2022-08-01,3,,34.42,32.745,,6,2,,NaT,100,BUY,30.917,2022-07-28,7,9,0,0,0,0,2022-08-04 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.2244668911,1.599326599,2.916841441,-1.907968575,3.212068307,-0.3647586981,1.599326599,3.14121386,-0.140291807,0,0,0,2022-08-04 13:55:00+00:00,0,0,0,8dee79b033c8435faba0949abc2d79e0
984,TQQQ,2022-08-04 15:57:00+00:00,147,BUY,-0.8125244704,,3,35.75,35.7275,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",10.6802669,SQQQ,,-17.99585348,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,35.69,35.64,34.162,31.43307692,35.4286,35.4151,0.0135,2.058911184,33.63108882,48.04289221,32.88665255,75.11632359,78.08067207,-2.96434848,-3.79652019,BEARISH DESCENDING HAWK,2022-08-01,3,,34.42,32.745,,6,2,,NaT,100,BUY,30.917,2022-07-28,7,9,0,0,0,0,2022-08-04 15:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.3086419753,1.599326599,2.064226251,-1.907968575,4.229223272,0.1683501684,1.599326599,2.288598669,-0.140291807,0,0,0,2022-08-04 15:13:00+00:00,0,0,0,57dc01ae6be846028b4d4b9a5924b9a9
986,TQQQ,2022-08-05 14:17:00+00:00,47,BUY,-0.7794542479,,1,35.812,35.4525,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",5.753251736,SQQQ,,-13.20341924,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,34.43,36.15,34.55,31.95923077,35.16693333,35.25348333,-0.08655,2.082151306,32.34784869,75.89197713,46.80623144,69.23111417,76.43170859,-7.200594418,-9.420951789,BEARISH DESCENDING HAWK,2022-08-01,4,,34.42,32.745,,6,1.5,,NaT,100,BUY,30.917,2022-07-28,8,9,0,0,0,0,2022-08-04 15:58:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.9349930844,-0.8630705394,-0.06207422967,-4.868603043,19.15118541,3.822959889,-0.8630705394,4.04437481,4.757952974,0,0,0,2022-08-04 16:49:00+00:00,1,1,1,c29eaf22ba8e478ba65079a95fcea54e
988,TQQQ,2022-08-08 13:51:00+00:00,21,BUY,-1.197759065,,1,36.639,36.4325,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",25.38220189,SQQQ,,-29.59358728,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,35.6,35.29,35.154,32.45461538,35.89046667,35.45231667,0.43815,1.985146488,33.61485351,54.52836564,-24.93604237,76.15526305,64.26998423,11.88527882,18.49273647,BEARISH DESCENDING HAWK,2022-08-01,5,,34.42,32.745,,6,1.2,,NaT,100,BUY,30.917,2022-07-28,11,9,0,0,0,0,2022-08-05 14:18:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.822612638,3.825446302,0.01084002919,0.1218475489,-0.4509291551,2.944176821,3.825446302,3.371249079,-0.8784358175,0,0,0,2022-08-05 14:44:00+00:00,1,2,2,6674bc8fb77f4db88a5d9891a09e5a0d
990,SQQQ,2022-08-08 14:58:00+00:00,88,BUY,3.258814948,,1,36.599,36.505,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-28.42959575,TQQQ,,23.25160066,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,37.05,37.38,37.638,41.52615385,36.32133333,36.19035,0.1309833333,3.245192572,33.80480743,34.88135014,29.98336991,25.36637635,34.35520287,-8.988826517,-26.164382,BULLISH HOMING PIGEON,2022-08-01,5,40.65,38.56,,,5,1,,NaT,100,SHORT,43.21,2022-07-28,11,6,0,0,0,0,2022-08-04 14:24:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.089352595,-0.08025682183,-0.1612436415,-4.333868379,9.727435981,-1.206527555,-0.08025682183,-0.09039090955,0.8828250401,0,0,0,2022-08-04 14:59:00+00:00,2,0,0,130ecb2490044aae969afdae4c94ff0e
992,SQQQ,2022-08-09 14:03:00+00:00,33,BUY,-0.8146964978,,1,39.285,39.2775,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-9.929751458,TQQQ,,1.829429642,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,38.455,37.75,37.5,41.20230769,38.96656667,38.43651667,0.53005,3.196195364,35.25880464,56.47045923,56.1783344,39.26203277,30.68024577,8.581787004,27.97170227,BULLISH HOMING PIGEON,2022-08-01,6,40.65,38.56,,,5,0.8333333333,,NaT,100,SHORT,43.21,2022-07-28,12,6,0,0,0,0,2022-08-08 14:59:00+00:00,0,0,0,0,0,0,0,0,0,0,0,4.066225166,4.582781457,2.367264594,1.589403974,-3.936669444,2.198675497,4.582781457,10.92583659,-1.867549669,0,0,0,2022-08-08 19:57:00+00:00,1,1,1,e54db37c4a034f48b13d327a65a0a542
994,SQQQ,2022-08-09 15:11:00+00:00,101,BUY,-0.7521630005,,2,39.33,39.381,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-9.645422474,TQQQ,,1.495771255,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,38.455,37.75,37.5,41.20230769,39.1651,39.19235,-0.02725,3.196195364,35.25880464,31.10981014,25.61041559,39.54636176,30.68024577,8.866115988,28.89845164,BULLISH HOMING PIGEON,2022-08-01,6,40.65,38.56,,,5,0.8333333333,,NaT,100,SHORT,43.21,2022-07-28,12,6,0,0,0,0,2022-08-09 14:04:00+00:00,0,0,0,0,0,0,0,0,0,0,0,4.185430464,4.794701987,2.921275383,1.589403974,-4.126134819,2.317880795,4.794701987,11.87561949,-1.867549669,0,0,0,2022-08-09 14:35:00+00:00,0,1,1,e1904d2b066a41b9a343021e40796541
996,TQQQ,2022-08-09 15:24:00+00:00,114,BUY,-0.7904315129,,1,33.89,33.8815,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",4.875308996,SQQQ,,-12.53143451,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,34.28,34.93,35.192,32.61076923,33.64076667,33.6685,-0.02773333333,2.04177172,32.23822828,48.38466303,58.34739724,58.86624062,66.89708546,-8.03084485,-12.00477539,BEARISH DESCENDING HAWK,2022-08-01,6,,34.42,32.745,,6,1,,NaT,100,BUY,30.917,2022-07-28,12,9,0,0,0,0,2022-08-08 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.977383338,-1.603206413,-2.203089259,-4.752361867,8.435340273,-1.116518752,-1.603206413,0.7802607792,1.860864586,0,0,0,2022-08-08 14:29:00+00:00,1,0,0,efa68a77f6664370801dfe302340d493
998,TQQQ,2022-08-11 14:13:00+00:00,43,BUY,-0.8135560655,,1,37.82,37.695,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",10.26979399,SQQQ,,-11.52456546,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,37.33,36.5,35.547,33.76038462,37.47433333,37.16751667,0.3068166667,2.073071375,35.25692863,37.64314089,21.12386781,78.78871464,77.45199758,1.336717064,1.725865188,BEARISH DESCENDING HAWK,2022-08-01,8,,34.42,32.745,,6,0.75,,NaT,100,BUY,30.917,2022-07-28,14,9,0,0,0,0,2022-08-09 15:25:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.616438356,3.643835616,0.09983111278,1.506849315,-3.178832802,1.342465753,3.643835616,8.385813473,-2.273972603,0,0,0,2022-08-09 15:53:00+00:00,2,2,2,3d73b82a7ce44eefa2256be6336c8f0b
1000,SQQQ,2022-08-11 14:57:00+00:00,87,BUY,3.821982339,,1,35.07,35.075,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-10.32690242,TQQQ,,8.635420396,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,35.02,35.83,37.011,39.52576923,34.87023333,34.76208333,0.10815,3.09470075,31.92529925,27.95182746,-0.4678466374,20.99957284,18.75262911,2.246943732,11.9820198,BULLISH HOMING PIGEON,2022-08-01,8,40.65,38.56,,,5,0.625,,NaT,100,SHORT,43.21,2022-07-28,14,6,0,0,0,0,2022-08-09 15:12:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-2.121127547,-1.479207368,-0.949533058,-4.158526375,8.472576761,0.1395478649,-1.479207368,2.394474668,2.260675412,0,0,0,2022-08-09 15:16:00+00:00,2,0,0,50f1d4b3cb79402a9f55f38eafe3c0ec
1002,TQQQ,2022-08-12 13:51:00+00:00,21,BUY,3.425290843,,1,36.522,36.738,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",8.602307118,SQQQ,,-9.598251655,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,36.6,35.95,35.526,34.36461538,36.36473333,36.11376667,0.2509666667,2.06277797,34.53722203,12.5043975,-50.25390649,71.0603323,68.26494826,2.795384041,4.094903919,BEARISH ENGULFING,2022-08-11,1,,38.02,35.95,,5,5,,NaT,100,BUY,30.917,2022-07-28,15,9,0,0,0,0,2022-08-11 14:14:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.591098748,2.531293463,2.379908736,0.792767733,-0.6328910692,-0.2169680111,2.531293463,6.956656305,-1.808066759,0,0,0,2022-08-11 14:42:00+00:00,1,1,1,6a9da7d580044bfe98348b8458b08132
1004,TQQQ,2022-08-15 14:03:00+00:00,33,BUY,-0.75958197,,1,38.122,38.3225,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",5.084461039,SQQQ,,-6.93859097,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,37.65,37.98,36.416,35.02923077,38.0746,37.99318333,0.08141666667,2.035639717,35.61436028,33.94672275,48.13532937,74.66556401,76.51494912,-1.849385115,-2.417024564,BEARISH ENGULFING,2022-08-11,2,,38.02,35.95,,5,2.5,,NaT,100,BUY,30.917,2022-07-28,18,9,0,0,0,0,2022-08-12 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.37388099,1.316482359,1.240918074,-0.8952080042,1.136098626,1.242759347,1.316482359,0.09705504491,0.868878357,0,0,0,2022-08-12 19:57:00+00:00,1,2,2,d142c8bec4534166a160fa6649cd4bca
1006,SQQQ,2022-08-15 14:19:00+00:00,49,BUY,-0.8642303937,,1,34.365,34.33,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-5.328576762,TQQQ,,3.59669342,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,34.595,34.29,35.968,37.74307692,34.17966667,34.25331667,-0.07365,2.916094753,31.67890525,28.90856033,37.12317295,25.37128502,21.82447717,3.546807853,16.2515135,BULLISH ENGULFING,2022-08-11,2,36.34,34.34,,,2,1,,NaT,100,SHORT,43.21,2022-07-28,18,6,0,0,0,0,2022-08-11 14:58:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.2187226597,0.9623797025,0.7156804437,-1.312335958,2.009263278,-0.6707494896,0.9623797025,1.571690386,-0.8894721493,0,0,0,2022-08-11 19:57:00+00:00,2,0,0,4c5ee864192942068e0f108046603987
1008,TQQQ,2022-08-15 15:34:00+00:00,124,BUY,1.541345893,,2,38.218,38.126,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",5.464821984,SQQQ,,-6.93859097,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,37.65,37.98,36.416,35.02923077,37.98503333,37.9597,0.02533333333,2.035639717,35.61436028,28.03661252,16.38217538,75.04592495,76.51494912,-1.46902417,-1.919917855,BEARISH ENGULFING,2022-08-11,2,,38.02,35.95,,5,2.5,,NaT,100,BUY,30.917,2022-07-28,18,9,0,0,0,0,2022-08-15 14:04:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.6266456029,1.316482359,0.9081579202,-0.8952080042,1.36237553,1.49552396,1.316482359,-0.2357051091,0.868878357,0,0,0,2022-08-15 14:17:00+00:00,0,0,0,21be5242a4e7430db918503ca35dd4c9
